simulation,time,__s0,__s1,__s2,__s3,__s4,__s5,__s6,__s7,__s8,__s9,__s10,__s11,__s12,__s13,__s14,__s15,__s16,__s17,__s18,__s19,__s20,__s21,__s22,__s23,__s24,__s25,__s26,__s27,__s28,__s29,__s30,__s31,__s32,__s33,__s34,__s35,__s36,__s37,__s38,__s39,__s40,__s41,__s42,__s43,__s44,__s45,__s46,__s47,__s48,__s49,__s50,__s51,__s52,__s53,__s54,__s55,__s56,__s57,Bid_unbound,PARP_unbound,mSmac_unbound,tBid_total,CPARP_total,cSmac_total
0,0.0,3000.0,110.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,200.0,2981.0,91.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,400.0,2971.0,81.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,600.0,2966.0,76.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,800.0,2956.0,66.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,1000.0,2947.0,57.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,1200.0,2950.0,60.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,1400.0,2952.0,62.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,1600.0,2945.0,55.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
0,1800.0,2941.0,51.0,401.0,34758.0,1831.0,56629.0,53392.0,190540.0,3472392.0,105391.0,11250.0,207948.0,31518.0,500000.0,1825121.0,258620.0,122727.0,99526.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105391.0,3472392.0,258620.0,0.0,0.0,0.0
