simulation,time,__s0,__s1,__s2,__s3,__s4,__s5,__s6,__s7,__s8,__s9,__s10,__s11,__s12,__s13,__s14,__s15,__s16,__s17,__s18,__s19,__s20,__s21,__s22,__s23,__s24,__s25,__s26,__s27,__s28,__s29,__s30,__s31,__s32,__s33,__s34,__s35,__s36,__s37,__s38,__s39,__s40,__s41,__s42,__s43,__s44,__s45,__s46,__s47,__s48,__s49,__s50,__s51,__s52,__s53,__s54,__s55,__s56,__s57,Bid_unbound,PARP_unbound,mSmac_unbound,tBid_total,CPARP_total,cSmac_total
0,0.0,3000.0,73.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,200.0,2985.0,58.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,400.0,2980.0,53.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,600.0,2971.0,44.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,800.0,2972.0,45.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,1000.0,2972.0,45.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,1200.0,2968.0,41.0,55.0,13793.0,1389.0,11235.0,22321.0,168918.0,784253.0,291826.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291826.0,784253.0,212643.0,0.0,0.0,0.0
0,1400.0,2964.0,37.0,55.0,13792.0,1389.0,11235.0,22321.0,168918.0,784253.0,291825.0,14999.0,244871.0,35497.0,500000.0,407356.0,212643.0,22727.0,18009.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291825.0,784253.0,212643.0,1.0,0.0,0.0
0,1600.0,2961.0,34.0,55.0,13791.0,1388.0,11235.0,22321.0,168918.0,784253.0,291820.0,14993.0,244865.0,35492.0,500000.0,407356.0,212643.0,22727.0,18009.0,38.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291820.0,784253.0,212643.0,6.0,0.0,0.0
0,1800.0,2961.0,34.0,55.0,13790.0,1387.0,11233.0,22321.0,168918.0,784247.0,291818.0,14993.0,244859.0,35489.0,500000.0,407356.0,212643.0,22727.0,18009.0,38.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291818.0,784247.0,212643.0,8.0,6.0,0.0
